  9   7    21220    R100000203K1N2009100522 182263P          551234 656                                                                                                       Unturpentined Secondary College
  9   7    21220    R100000206A1N2009092313 153283P          624153 351                                                                                                       Unturpentined Secondary College
  9   7    21217    R100000140S1N2009041521 173471P          635241 634                                                                                                          Phyllostoma Combined College
  9   7    21220    R100000207M1N2009082713 183253P          414244 431                                                                                                       Unturpentined Secondary College
  9   7    21216    R100000111P1N2009102711 181481P          136335 553                                                                                                      Ophthalmoplegia Combined College
  9   7    21219    R100000198R1N2009071314 283484P          111133 566                                                                                                            Trotcozy Secondary College
  9   7    21219    R100000185G1N2009070611 173471P          251151 524                                                                                                            Trotcozy Secondary College
  9   7    21217    R100000146M1N2009051021 481371P          632521 156                                                                                                          Phyllostoma Combined College
  9   7    21216    R100000105H1N2009090114 364451E                                                                                                                          Ophthalmoplegia Combined College
  9   7    21221    R100000232G1N2009010323 372464P          136141 651                                                                                                              Wishram Combined College
  9   7    21220    R100000210P1N2009081024 484483P          644143 626                                                                                                       Unturpentined Secondary College
  9   7    21216    R100000114G1N2009102714 154361P          361543 126                                                                                                      Ophthalmoplegia Combined College
  9   7    21220    R100000218E1N2009011114 181463P          511156 445                                                                                                       Unturpentined Secondary College
  9   7    21218    R100000163D1N2009052012 153161P          322663 214                                                                                                        Redistrainer Secondary College
  9   7    21221    R100000236K1N2009081612 481382X                                                                                                                                  Wishram Combined College
  9   7    21221    R100000249A1N2009101924 354462P          526656 465                                                                                                              Wishram Combined College
  9   7    21220    R100000201S1N2009102323 364353P          636323 426                                                                                                       Unturpentined Secondary College
  9   7    21217    R100000134H1N2009070222 273483P          142166 325                                                                                                          Phyllostoma Combined College
  9   7    21216    R100000117R1N2009092311 264282P          215165 356                                                                                                      Ophthalmoplegia Combined College
  9   7    21220    R100000208G1N2009090523 361162P          263454 352                                                                                                       Unturpentined Secondary College
  9   7    21216    R100000110H1N2009010723 183172P          166622 666                                                                                                      Ophthalmoplegia Combined College
  9   7    21220    R100000219D1N2009091213 264163P          552621 321                                                                                                       Unturpentined Secondary College
  9   7    21221    R100000247H1N2009102621 474482E                                                                                                                                  Wishram Combined College
  9   7    21220    R100000200D1N2009120811 462371X                                                                                                                           Unturpentined Secondary College
  9   7    21215    R100000084S1N2009030623 154452P          565263 312                                                                                                          Isovalerate Combined College
  9   7    21219    R100000180K1N2009032111 464371P          331353 516                                                                                                            Trotcozy Secondary College
  9   7    21219    R100000186H1N2009071023 281181P          344226 524                                                                                                            Trotcozy Secondary College
  9   7    21220    R100000221R1N2009120523 281353P          342111 622                                                                                                       Unturpentined Secondary College
  9   7    21220    R100000214H1N2009050824 271361P          312534 314                                                                                                       Unturpentined Secondary College
  9   7    21221    R100000237E1N2009081922 353254P          515223 114                                                                                                              Wishram Combined College
  9   7    21217    R100000141R1N2009112013 453272P          655244 523                                                                                                          Phyllostoma Combined College
  9   7    21217    R100000130P1N2009101521 373261P          162524 541                                                                                                          Phyllostoma Combined College
  9   7    21218    R100000154P1N2009091211 261251P          555513 654                                                                                                        Redistrainer Secondary College
  9   7    21216    R100000124E1N2009080124 473473P          641226 524                                                                                                      Ophthalmoplegia Combined College
  9   7    21216    R100000118K1N2009090111 273271P          152614 362                                                                                                      Ophthalmoplegia Combined College
  9   7    21219    R100000182D1N2009081124 362171P          521112 162                                                                                                            Trotcozy Secondary College
  9   7    21215    R100000097D1N2009090814 364354P          163555 666                                                                                                          Isovalerate Combined College
  9   7    21219    R100000177D1N2009032712 161282P          431424 642                                                                                                            Trotcozy Secondary College
  9   7    21218    R100000170M1N2009081713 374173P          331253 413                                                                                                        Redistrainer Secondary College
  9   7    21215    R100000090M1N2009080422 351252A                                                                                                                              Isovalerate Combined College
  9   7    21221    R100000241K1N2009122723 353151X                                                                                                                                  Wishram Combined College
  9   7    21219    R100000184R1N2009101921 184272P          111345 351                                                                                                            Trotcozy Secondary College
  9   7    21218    R100000168P1N2009052012 473451P          641624 461                                                                                                        Redistrainer Secondary College
  9   7    21220    R100000220S1N2009122113 461353P          156645 642                                                                                                       Unturpentined Secondary College
  9   7    21218    R100000158D1N2009042313 474374P          112133 251                                                                                                        Redistrainer Secondary College
  9   7    21217    R100000139D1N2009031722 181473P          221124 662                                                                                                          Phyllostoma Combined College
  9   7    21219    R100000178S1N2009112212 362471P          161333 631                                                                                                            Trotcozy Secondary College
  9   7    21217    R100000137K1N2009032621 352363P          662233 433                                                                                                          Phyllostoma Combined College
  9   7    21216    R100000119E1N2009021323 152373P          664351 531                                                                                                      Ophthalmoplegia Combined College
  9   7    21220    R100000212M1N2009111511 174184P          654126 461                                                                                                       Unturpentined Secondary College
  9   7    21219    R100000187P1N2009120421 171172A                                                                                                                                Trotcozy Secondary College
  9   7    21221    R100000242E1N2009022014 284271E                                                                                                                                  Wishram Combined College
  9   7    21220    R100000216R1N2009010213 152474P          432646 364                                                                                                       Unturpentined Secondary College
